Date,Open,High,Low,Close,Adj Close,Volume
2019-01-25,163.029999,166.809998,159.750000,165.490005,162.017822,7158500
2019-01-28,160.000000,167.000000,159.000000,166.059998,162.575836,4513900
2019-01-29,169.339996,169.970001,163.910004,164.990005,161.528320,3421200
2019-01-30,167.429993,172.529999,166.649994,170.929993,167.343674,3880700
2019-01-31,169.610001,172.899994,167.860001,169.580002,166.021988,3048100
2019-02-01,170.199997,173.500000,169.429993,172.770004,169.145065,2891700
2019-02-04,172.449997,173.949997,170.880005,173.160004,169.526886,1738600
2019-02-05,172.580002,174.440002,171.699997,173.690002,170.045776,2474300
2019-02-06,174.330002,180.529999,174.000000,177.100006,173.384232,3379400
2019-02-07,175.020004,176.699997,173.259995,175.720001,172.033188,2166400
2019-02-08,172.679993,175.639999,171.649994,175.300003,171.621994,1704200
2019-02-11,175.630005,177.000000,174.839996,175.919998,172.228989,1682800
2019-02-12,178.000000,180.139999,177.300003,179.250000,175.489120,1963100
2019-02-13,180.080002,182.960007,179.279999,181.009995,177.212189,2028100
2019-02-14,180.059998,185.240005,180.059998,181.330002,177.525482,2001200
2019-02-15,182.020004,183.149994,179.339996,181.089996,177.290512,2313800
2019-02-19,180.940002,183.000000,180.220001,180.309998,176.526886,1551600
2019-02-20,181.169998,183.199997,180.559998,182.210007,178.387009,2197200
2019-02-21,182.190002,182.839996,178.570007,178.820007,175.068146,1914100
2019-02-22,176.440002,179.910004,175.100006,179.220001,175.459747,2710300
2019-02-25,182.300003,182.380005,179.419998,179.600006,175.831787,1838000
2019-02-26,178.889999,180.320007,178.199997,178.559998,174.813583,1506300
2019-02-27,177.639999,178.210007,174.320007,177.199997,173.482117,1758600
2019-02-28,176.160004,177.039993,174.899994,176.089996,172.395416,1659700
2019-03-01,177.669998,179.059998,175.889999,176.750000,173.041580,1513600
2019-03-04,177.350006,180.289993,176.559998,177.770004,174.040176,2278100
2019-03-05,176.960007,177.270004,172.250000,173.539993,169.898911,2575600
2019-03-06,173.500000,173.929993,168.179993,169.190002,165.640198,3012400
2019-03-07,168.509995,168.539993,164.889999,167.160004,163.652771,2446700
