Date,Open,High,Low,Close,Adj Close,Volume
2019-03-13,70.089996,70.900002,69.980003,70.099998,69.167068,13798600
2019-03-14,70.190002,70.889999,70.190002,70.739998,69.798553,9249200
2019-03-15,70.800003,71.209999,70.540001,70.669998,69.729477,13096900
2019-03-18,70.779999,71.120003,70.440002,70.839996,69.897232,5682400
2019-03-19,70.949997,71.699997,70.870003,71.379997,70.430038,7810700
2019-03-20,71.800003,72.400002,71.339996,71.629997,70.676704,9512400
2019-03-21,71.320000,72.440002,71.320000,72.260002,71.298332,8044400
2019-03-22,72.050003,72.410004,71.690002,71.959999,71.002327,8022800
2019-03-25,72.000000,72.480003,71.730003,72.300003,71.337799,6453800
2019-03-26,72.720001,73.190002,72.330002,72.959999,71.989006,7624000
2019-03-27,72.940002,73.260002,72.620003,72.739998,71.771942,7662700
2019-03-28,72.970001,73.980003,72.889999,73.959999,72.975708,6709600
2019-03-29,74.010002,74.480003,73.529999,74.339996,73.350639,9099500
2019-04-01,74.760002,74.930000,73.730003,73.959999,72.975708,8108400
2019-04-02,74.010002,74.449997,73.839996,74.269997,73.281578,5520900
2019-04-03,74.559998,74.779999,73.870003,74.330002,73.340775,6755600
2019-04-04,74.500000,74.669998,73.980003,74.349998,73.360504,5449800
2019-04-05,74.349998,75.080002,74.349998,75.029999,74.031464,5346200
2019-04-08,74.470001,75.300003,74.470001,75.199997,74.199203,5140400
2019-04-09,74.870003,75.230003,74.800003,75.120003,74.120270,4905800
2019-04-10,75.209999,75.820000,75.209999,75.480003,74.475479,6066300
2019-04-11,75.750000,76.070000,75.650002,75.870003,74.860291,6042600
2019-04-12,76.099998,76.949997,76.070000,76.650002,75.629906,5194800
2019-04-15,76.669998,76.699997,76.080002,76.160004,75.146431,7632200
2019-04-16,76.480003,76.559998,75.360001,75.699997,74.692543,8336600
2019-04-17,75.610001,75.959999,74.800003,75.120003,74.120270,9439000
2019-04-18,75.480003,76.260002,75.209999,76.059998,75.047752,6607800
2019-04-22,75.709999,76.059998,75.209999,75.400002,74.396545,4883100
2019-04-23,75.480003,76.059998,75.410004,75.989998,74.978683,5273900
2019-04-24,76.050003,76.879997,75.910004,76.389999,75.373367,9347300
2019-04-25,76.110001,77.230003,75.949997,77.110001,76.083786,11084500
2019-04-26,76.949997,77.519997,75.059998,77.449997,76.419250,12550500
2019-04-29,77.300003,77.669998,76.589996,76.910004,75.886444,5426800
2019-04-30,77.000000,77.790001,76.690002,77.680000,76.646202,7384400
2019-05-01,77.669998,78.150002,77.370003,77.519997,76.488319,6678000
2019-05-02,77.660004,77.760002,76.750000,77.470001,76.438988,6247500
2019-05-03,77.589996,78.400002,77.339996,78.050003,77.011276,4967900
2019-05-06,77.199997,78.080002,77.019997,78.059998,77.021141,5607500
2019-05-07,77.570000,78.739998,77.419998,77.959999,76.922470,8115800
2019-05-08,77.580002,78.639999,77.120003,78.050003,77.368538,7799900
2019-05-09,77.580002,78.230003,77.349998,77.900002,77.219856,7326600
2019-05-10,77.629997,78.800003,77.160004,78.419998,77.735306,6448600
2019-05-13,77.250000,77.779999,76.080002,76.680000,76.010498,9778500
2019-05-14,76.750000,77.739998,76.680000,77.059998,76.387177,6870900
2019-05-15,76.690002,77.940002,76.529999,77.760002,77.081078,5415500
2019-05-16,77.660004,79.239998,77.570000,78.900002,78.211121,6941800
2019-05-17,78.519997,79.650002,78.370003,78.910004,78.221039,7379900
2019-05-20,78.300003,78.419998,76.570000,76.660004,75.990677,11475000
2019-05-21,77.050003,77.849998,76.750000,77.529999,76.853081,5808500
2019-05-22,77.199997,77.720001,76.910004,77.250000,76.575523,5602300
2019-05-23,76.879997,76.940002,75.690002,76.410004,75.742867,9213200
2019-05-24,76.830002,77.059998,75.970001,76.150002,75.485130,5627600
2019-05-28,76.360001,76.680000,75.320000,75.699997,75.039055,16205200
2019-05-29,75.330002,75.489998,74.330002,75.279999,74.622719,10511600
2019-05-30,75.650002,76.430000,75.629997,76.169998,75.504951,7178400
2019-05-31,75.599998,76.320000,75.379997,76.059998,75.395912,7625700
2019-06-03,76.120003,76.529999,75.650002,76.220001,75.554520,8122200
2019-06-04,76.769997,78.760002,76.660004,78.519997,77.834435,11685000
2019-06-05,78.790001,79.970001,78.660004,79.959999,79.261864,7437100
2019-06-06,80.029999,81.629997,79.900002,81.400002,80.689293,10457200
2019-06-07,81.599998,83.330002,81.510002,82.480003,81.759865,11278800
2019-06-10,82.849998,82.860001,81.379997,81.930000,81.214661,8102800
2019-06-11,82.300003,82.860001,81.849998,82.370003,81.650826,6226400
2019-06-12,82.589996,83.669998,82.320000,82.930000,82.205933,6088800
2019-06-13,83.330002,84.050003,83.019997,83.349998,82.622261,7156800
2019-06-14,83.540001,84.610001,83.389999,84.239998,83.504494,9226500
2019-06-17,84.650002,84.690002,82.889999,83.019997,82.295151,9313700
2019-06-18,83.550003,84.110001,82.889999,82.919998,82.196014,10582600
2019-06-19,83.080002,83.919998,82.080002,83.809998,83.078247,5401400
2019-06-20,84.410004,84.830002,83.830002,84.690002,83.950569,5215800
2019-06-21,84.430000,84.769997,83.809998,83.820000,83.088165,12610000
2019-06-24,84.080002,84.559998,83.610001,83.650002,82.919647,6692500
2019-06-25,84.199997,85.199997,83.959999,84.250000,83.514412,7312300
2019-06-26,84.300003,84.300003,83.180000,83.379997,82.652000,7576400
2019-06-27,83.550003,83.889999,83.209999,83.559998,82.830429,6084200
2019-06-28,83.559998,83.959999,83.320000,83.830002,83.098076,6735300
2019-07-01,84.620003,84.959999,84.029999,84.550003,83.811790,7935100
2019-07-02,84.739998,85.589996,84.519997,85.510002,84.763405,6205800
2019-07-03,86.040001,87.820000,85.980003,87.790001,87.023506,7818600
2019-07-05,87.500000,87.889999,86.879997,87.790001,87.023506,5733100
2019-07-08,87.599998,87.949997,87.180000,87.440002,86.676559,6359500
2019-07-09,87.290001,87.650002,86.889999,87.230003,86.468391,5355400
2019-07-10,87.419998,88.540001,87.419998,88.379997,87.608345,5293000
2019-07-11,88.660004,89.290001,88.269997,89.070000,88.292320,6191400
2019-07-12,89.279999,89.820000,88.849998,89.769997,88.986214,5628000
2019-07-15,89.870003,90.339996,89.660004,90.160004,89.372810,6061300
2019-07-16,90.220001,90.480003,89.589996,90.080002,89.293503,5591900
2019-07-17,90.080002,90.379997,89.730003,90.250000,89.462021,4635900
2019-07-18,90.330002,91.540001,89.949997,91.500000,90.701111,6471400
2019-07-19,91.410004,91.610001,90.230003,90.300003,89.511589,10804800
2019-07-22,90.519997,91.180000,90.050003,90.919998,90.126175,5636600
2019-07-23,91.250000,91.360001,89.169998,90.110001,89.323250,7609200
2019-07-24,89.900002,90.750000,89.680000,90.650002,89.858528,5388100
2019-07-25,91.489998,91.550003,90.470001,90.980003,90.185654,8068900
2019-07-26,96.400002,99.720001,95.209999,99.110001,98.244659,20846500
2019-07-29,98.050003,98.940002,97.209999,98.019997,97.164177,11184500
2019-07-30,97.500000,98.279999,96.519997,96.650002,95.806145,7248300
2019-07-31,96.650002,96.650002,93.500000,94.690002,93.863258,9912100
2019-08-01,95.000000,97.580002,94.580002,95.379997,94.547226,8342300
2019-08-02,95.000000,96.040001,94.800003,95.510002,94.676102,6381700
2019-08-05,94.510002,95.519997,93.029999,93.699997,92.881897,8917400
2019-08-06,94.309998,95.709999,93.800003,95.339996,94.507576,7438000
2019-08-07,94.599998,95.699997,94.169998,95.220001,94.746391,6414000
2019-08-08,95.230003,96.410004,94.440002,96.269997,95.791161,7423600
2019-08-09,96.150002,96.839996,95.419998,96.300003,95.821014,5209200
2019-08-12,95.779999,96.019997,94.300003,94.910004,94.437935,5513800
2019-08-13,94.519997,96.669998,94.209999,96.629997,96.149368,8915600
2019-08-14,95.910004,97.019997,94.870003,94.919998,94.447876,9989500
2019-08-15,95.500000,96.269997,94.610001,95.529999,95.054840,5559400
2019-08-16,96.290001,96.830002,95.849998,96.519997,96.039917,4852200
2019-08-19,97.230003,97.410004,96.220001,96.660004,96.179230,5324900
2019-08-20,96.349998,97.120003,95.589996,95.629997,95.154343,6809100
2019-08-21,96.269997,96.650002,95.730003,96.320000,95.840912,4740500
2019-08-22,96.589996,96.849998,95.699997,96.489998,96.010071,5146200
2019-08-23,96.410004,97.099998,94.389999,94.699997,94.228973,8076600
2019-08-26,95.379997,96.500000,95.000000,96.500000,96.020020,5802600
2019-08-27,96.699997,97.099998,96.029999,96.089996,95.612053,6539800
2019-08-28,96.230003,97.209999,96.000000,97.070000,96.587181,4948800
2019-08-29,97.849998,98.070000,97.059998,97.699997,97.214050,4514300
2019-08-30,98.139999,98.139999,96.110001,96.559998,96.079720,5209500
2019-09-03,96.419998,97.209999,96.050003,96.769997,96.288673,5150700
2019-09-04,94.480003,96.330002,93.029999,96.110001,95.631958,12937000
2019-09-05,96.540001,96.959999,95.169998,95.559998,95.084694,5514400
2019-09-06,95.750000,96.339996,95.510002,95.739998,95.263802,3991800
2019-09-09,95.800003,95.930000,93.739998,94.160004,93.691666,6523300
2019-09-10,93.809998,93.879997,89.300003,90.349998,89.900604,12490900
2019-09-11,90.180000,91.449997,89.610001,90.980003,90.527481,8406600
2019-09-12,92.160004,93.320000,91.769997,92.059998,91.602104,6862200
2019-09-13,92.150002,92.150002,90.320000,90.480003,90.029968,6972300
2019-09-16,90.019997,90.449997,89.379997,89.419998,88.975235,6339200
2019-09-17,89.669998,91.459999,89.650002,90.750000,90.298622,6493200
2019-09-18,90.980003,91.360001,90.059998,90.959999,90.507576,4510700
2019-09-19,90.989998,92.099998,90.300003,91.559998,91.104591,4843600
2019-09-20,91.610001,92.080002,90.059998,90.070000,89.622002,10913800
2019-09-23,90.320000,91.160004,89.930000,90.809998,90.358322,4532400
2019-09-24,91.599998,91.769997,89.510002,89.919998,89.472748,5662600
2019-09-25,89.940002,90.610001,89.019997,90.349998,89.900604,4764000
2019-09-26,90.839996,91.150002,89.500000,89.800003,89.353348,5026400
2019-09-27,90.300003,90.300003,87.790001,88.370003,87.930458,5987700
2019-09-30,88.410004,88.559998,87.610001,88.419998,87.980209,6588300
2019-10-01,88.629997,88.889999,86.449997,86.510002,86.079712,6719400
2019-10-02,85.949997,86.010002,84.160004,84.320000,83.900604,9858200
2019-10-03,84.300003,84.910004,83.610001,84.669998,84.248856,5989000
2019-10-04,84.900002,85.970001,84.750000,85.919998,85.492645,5869000
2019-10-07,85.709999,86.160004,85.489998,85.849998,85.422989,4382900
2019-10-08,85.489998,86.330002,84.690002,84.910004,84.487671,6100400
2019-10-09,85.370003,86.169998,85.279999,85.849998,85.422989,4427200
2019-10-10,85.910004,86.070000,85.379997,85.959999,85.532440,3986000
2019-10-11,87.019997,87.250000,86.260002,86.360001,85.930458,5611000
2019-10-14,86.500000,87.680000,86.400002,86.620003,86.189163,4881000
2019-10-15,87.000000,87.250000,85.760002,86.449997,86.020004,4695100
2019-10-16,86.529999,86.830002,86.050003,86.709999,86.278709,3698700
2019-10-17,86.879997,87.019997,86.160004,86.290001,85.860802,4359400
2019-10-18,86.349998,86.750000,85.519997,86.029999,85.602097,4631200
2019-10-21,86.000000,86.239998,85.080002,85.349998,84.925476,4861200
2019-10-22,85.230003,85.349998,83.389999,83.459999,83.044876,5767500
2019-10-23,84.309998,84.410004,82.129997,82.739998,82.328461,7136200
2019-10-24,82.800003,83.529999,82.660004,83.180000,82.766273,4591100
2019-10-25,83.209999,83.570000,82.629997,83.379997,82.965271,5235300
2019-10-28,84.470001,84.980003,83.360001,83.599998,83.184181,6653400
2019-10-29,83.809998,84.629997,83.639999,84.129997,83.711540,5699100
2019-10-30,84.610001,84.699997,83.320000,84.190002,83.771248,8731300
2019-10-31,86.709999,87.220001,83.279999,84.559998,84.139404,14008800
2019-11-01,84.790001,85.309998,82.610001,83.209999,82.796120,10658500
2019-11-04,83.300003,83.440002,81.900002,82.370003,81.960304,8271200
2019-11-05,82.339996,82.339996,81.029999,81.889999,81.482689,7054400
2019-11-06,82.080002,83.370003,82.000000,82.989998,82.577217,6365300
2019-11-07,83.059998,83.290001,81.839996,81.949997,81.542389,7221400
2019-11-08,82.190002,82.639999,81.449997,81.769997,81.363281,7054800
2019-11-11,81.750000,82.529999,81.370003,82.430000,82.020004,5828200
2019-11-12,82.690002,83.980003,82.610001,83.320000,83.320000,8551400
2019-11-13,83.290001,84.290001,83.199997,83.940002,83.940002,7407900
2019-11-14,84.099998,84.519997,83.800003,84.379997,84.379997,5285100
2019-11-15,84.680000,84.940002,83.570000,84.209999,84.209999,7533000
2019-11-18,83.919998,84.110001,83.250000,84.019997,84.019997,6432200
2019-11-19,84.059998,84.279999,83.570000,83.660004,83.660004,6008400
2019-11-20,83.540001,84.489998,82.980003,83.599998,83.599998,6248700
2019-11-21,83.750000,84.040001,81.760002,82.300003,82.300003,8300500
2019-11-22,82.690002,83.389999,82.660004,83.019997,83.019997,6080400
2019-11-25,83.160004,84.000000,82.930000,83.750000,83.750000,5450400
2019-11-26,84.129997,84.650002,84.000000,84.559998,84.559998,7651500
2019-11-27,84.849998,85.809998,84.419998,85.769997,85.769997,7502400
2019-11-29,85.910004,86.730003,85.250000,85.430000,85.430000,3857000
2019-12-02,85.379997,85.769997,83.820000,84.570000,84.570000,6425800
2019-12-03,84.029999,85.000000,83.820000,84.820000,84.820000,6049800
2019-12-04,85.129997,85.540001,84.699997,85.400002,85.400002,5940300
2019-12-05,85.440002,85.480003,84.320000,84.449997,84.449997,5170800
2019-12-06,85.029999,86.529999,85.029999,86.320000,86.320000,8499800
2019-12-09,86.309998,86.629997,85.959999,86.279999,86.279999,7164700
2019-12-10,86.500000,87.470001,85.910004,86.040001,86.040001,7944800
2019-12-11,86.260002,86.870003,85.849998,86.589996,86.589996,4921900
2019-12-12,88.000000,88.889999,87.540001,88.209999,88.209999,10282100
2019-12-13,88.019997,88.790001,87.580002,88.669998,88.669998,6714100
2019-12-16,89.139999,89.300003,88.430000,88.779999,88.779999,6705600
2019-12-17,88.870003,88.970001,87.470001,88.129997,88.129997,7296900
2019-12-18,88.389999,88.849998,87.820000,87.989998,87.989998,5859200
2019-12-19,87.830002,88.589996,87.580002,88.519997,88.519997,6022100
2019-12-20,88.790001,89.000000,87.889999,88.459999,88.459999,14271500
2019-12-23,88.620003,88.849998,88.180000,88.230003,88.230003,4349700
2019-12-24,88.199997,88.599998,88.000000,88.519997,88.519997,1847800
2019-12-26,88.730003,88.760002,87.790001,88.080002,88.080002,4177700
2019-12-27,88.110001,88.459999,87.690002,88.129997,88.129997,4129300
2019-12-30,88.010002,88.199997,87.059998,87.440002,87.440002,4655600
2019-12-31,87.440002,87.989998,87.309998,87.919998,87.919998,4115600
2020-01-02,88.120003,89.349998,88.050003,89.349998,89.349998,6473800
2020-01-03,88.660004,89.099998,88.099998,88.830002,88.830002,4874100
2020-01-06,88.110001,88.410004,87.470001,88.129997,88.129997,5409800
2020-01-07,87.959999,88.029999,87.129997,87.860001,87.860001,6514700
2020-01-08,87.940002,89.349998,87.779999,88.879997,88.879997,7296300
2020-01-09,90.250000,91.160004,90.070000,90.529999,90.529999,9443500
2020-01-10,90.800003,90.889999,89.629997,90.160004,90.160004,7097900
2020-01-13,90.620003,91.720001,90.209999,91.080002,91.080002,7382500
2020-01-14,91.190002,91.440002,90.860001,90.989998,90.989998,5855200
2020-01-15,91.000000,92.059998,91.000000,91.540001,91.540001,6145300
2020-01-16,91.989998,92.610001,91.629997,92.580002,92.580002,5180300
2020-01-17,92.930000,93.750000,92.809998,93.620003,93.620003,6962800
2020-01-21,92.830002,93.599998,92.190002,92.529999,92.529999,7094600
2020-01-22,93.139999,93.750000,92.470001,92.529999,92.529999,6157400
2020-01-23,91.919998,93.849998,90.739998,93.750000,93.750000,6100600
2020-01-24,94.000000,94.129997,91.339996,92.029999,92.029999,7812000
